YM,YEAR,REGION,DRUG,ITEMS,COST
202101,2021,EAST OF ENGLAND,Agomelatine,184,7691.79
202102,2021,EAST OF ENGLAND,Agomelatine,163,6597.38
202103,2021,EAST OF ENGLAND,Agomelatine,177,7545.34
202104,2021,EAST OF ENGLAND,Agomelatine,176,6238.38
202105,2021,EAST OF ENGLAND,Agomelatine,163,6126.3499999999985
202106,2021,EAST OF ENGLAND,Agomelatine,180,6367.360000000005
202107,2021,EAST OF ENGLAND,Agomelatine,169,5660.810000000002
202108,2021,EAST OF ENGLAND,Agomelatine,160,4883.6399999999985
202109,2021,EAST OF ENGLAND,Agomelatine,177,5772.17
202110,2021,EAST OF ENGLAND,Agomelatine,159,4347.459999999996
202111,2021,EAST OF ENGLAND,Agomelatine,187,5503.640000000006
202112,2021,EAST OF ENGLAND,Agomelatine,187,4859.989999999998
202201,2022,EAST OF ENGLAND,Agomelatine,157,4581.5700000000015
202202,2022,EAST OF ENGLAND,Agomelatine,156,4075.310000000002
202203,2022,EAST OF ENGLAND,Agomelatine,174,4585.129999999997
202204,2022,EAST OF ENGLAND,Agomelatine,167,3954.05
202205,2022,EAST OF ENGLAND,Agomelatine,161,3989.7299999999996
202206,2022,EAST OF ENGLAND,Agomelatine,154,3984.9000000000024
202207,2022,EAST OF ENGLAND,Agomelatine,157,3843.210000000004
202208,2022,EAST OF ENGLAND,Agomelatine,175,4283.579999999998
202209,2022,EAST OF ENGLAND,Agomelatine,170,3743.36
202210,2022,EAST OF ENGLAND,Agomelatine,148,3722.260000000001
202211,2022,EAST OF ENGLAND,Agomelatine,169,3706.2999999999984
202212,2022,EAST OF ENGLAND,Agomelatine,161,3588.6500000000033
202301,2023,EAST OF ENGLAND,Agomelatine,159,3605.789999999999
202302,2023,EAST OF ENGLAND,Agomelatine,144,3282.1299999999987
202303,2023,EAST OF ENGLAND,Agomelatine,148,3428.4000000000005
202304,2023,EAST OF ENGLAND,Agomelatine,148,3228.8500000000004
202305,2023,EAST OF ENGLAND,Agomelatine,142,3422.1699999999996
202306,2023,EAST OF ENGLAND,Agomelatine,164,3780.549999999998
202307,2023,EAST OF ENGLAND,Agomelatine,145,3323.2799999999997
202308,2023,EAST OF ENGLAND,Agomelatine,150,3157.180000000001
202309,2023,EAST OF ENGLAND,Agomelatine,141,3395.160000000003
202310,2023,EAST OF ENGLAND,Agomelatine,129,2965.920000000001
202311,2023,EAST OF ENGLAND,Agomelatine,152,3623.460000000002
202312,2023,EAST OF ENGLAND,Agomelatine,137,2689.919999999998
202401,2024,EAST OF ENGLAND,Agomelatine,154,3579.4799999999996
202402,2024,EAST OF ENGLAND,Agomelatine,141,2749.089999999999
202403,2024,EAST OF ENGLAND,Agomelatine,125,2904.6499999999996
202404,2024,EAST OF ENGLAND,Agomelatine,140,3041.250000000002
202405,2024,EAST OF ENGLAND,Agomelatine,146,3047.9700000000025
202406,2024,EAST OF ENGLAND,Agomelatine,145,3053.740000000002
202407,2024,EAST OF ENGLAND,Agomelatine,152,3067.33
202408,2024,EAST OF ENGLAND,Agomelatine,136,2571.1800000000007
202409,2024,EAST OF ENGLAND,Agomelatine,128,2556.4000000000005
202410,2024,EAST OF ENGLAND,Agomelatine,143,2998.73
202411,2024,EAST OF ENGLAND,Agomelatine,129,2314.7600000000016
202412,2024,EAST OF ENGLAND,Agomelatine,149,2979.4500000000016
202101,2021,LONDON,Agomelatine,387,17010.839999999997
202102,2021,LONDON,Agomelatine,351,15363.6
202103,2021,LONDON,Agomelatine,354,15948.369999999999
202104,2021,LONDON,Agomelatine,358,13058.160000000016
202105,2021,LONDON,Agomelatine,339,12373.259999999997
202106,2021,LONDON,Agomelatine,391,13434.71
202107,2021,LONDON,Agomelatine,407,13055.769999999988
202108,2021,LONDON,Agomelatine,394,10955.040000000005
202109,2021,LONDON,Agomelatine,399,12464.750000000005
202110,2021,LONDON,Agomelatine,332,9178.799999999996
202111,2021,LONDON,Agomelatine,365,11385.520000000015
202112,2021,LONDON,Agomelatine,368,10947.390000000007
202201,2022,LONDON,Agomelatine,376,10675.860000000002
202202,2022,LONDON,Agomelatine,326,8473.869999999995
202203,2022,LONDON,Agomelatine,393,10101.679999999997
202204,2022,LONDON,Agomelatine,358,8950.41
202205,2022,LONDON,Agomelatine,397,10356.439999999999
202206,2022,LONDON,Agomelatine,337,8819.619999999997
202207,2022,LONDON,Agomelatine,366,9503.559999999996
202208,2022,LONDON,Agomelatine,382,9521.519999999984
202209,2022,LONDON,Agomelatine,352,8758.210000000005
202210,2022,LONDON,Agomelatine,333,8251.70000000001
202211,2022,LONDON,Agomelatine,380,9185.000000000004
202212,2022,LONDON,Agomelatine,373,9336.610000000002
202301,2023,LONDON,Agomelatine,363,8247.599999999997
202302,2023,LONDON,Agomelatine,356,8108.64
202303,2023,LONDON,Agomelatine,366,8617.47
202304,2023,LONDON,Agomelatine,358,8266.950000000006
202305,2023,LONDON,Agomelatine,396,8895.500000000005
202306,2023,LONDON,Agomelatine,350,8634.599999999991
202307,2023,LONDON,Agomelatine,390,8921.430000000002
202308,2023,LONDON,Agomelatine,386,8854.139999999996
202309,2023,LONDON,Agomelatine,362,8299.940000000002
202310,2023,LONDON,Agomelatine,364,9214.719999999992
202311,2023,LONDON,Agomelatine,347,8194.590000000002
202312,2023,LONDON,Agomelatine,363,8323.73999999999
202401,2024,LONDON,Agomelatine,372,8814.909999999998
202402,2024,LONDON,Agomelatine,385,9534.250000000004
202403,2024,LONDON,Agomelatine,370,8342.939999999991
202404,2024,LONDON,Agomelatine,396,9315.329999999998
202405,2024,LONDON,Agomelatine,411,8786.590000000006
202406,2024,LONDON,Agomelatine,378,8394.14000000001
202407,2024,LONDON,Agomelatine,426,8766.330000000002
202408,2024,LONDON,Agomelatine,414,7791.280000000009
202409,2024,LONDON,Agomelatine,402,8199.260000000006
202410,2024,LONDON,Agomelatine,399,8046.320000000001
202411,2024,LONDON,Agomelatine,410,8008.46
202412,2024,LONDON,Agomelatine,421,8214.419999999996
202101,2021,MIDLANDS,Agomelatine,232,11038.11
202102,2021,MIDLANDS,Agomelatine,220,10028.890000000001
202103,2021,MIDLANDS,Agomelatine,247,10578.45
202104,2021,MIDLANDS,Agomelatine,232,10076.35000000001
202105,2021,MIDLANDS,Agomelatine,238,8952.49
202106,2021,MIDLANDS,Agomelatine,263,9187.02000000001
202107,2021,MIDLANDS,Agomelatine,283,9909.419999999993
202108,2021,MIDLANDS,Agomelatine,251,8353.020000000002
202109,2021,MIDLANDS,Agomelatine,260,8568.759999999997
202110,2021,MIDLANDS,Agomelatine,252,7829.430000000003
202111,2021,MIDLANDS,Agomelatine,245,7498.180000000008
202112,2021,MIDLANDS,Agomelatine,281,8251.649999999998
202201,2022,MIDLANDS,Agomelatine,240,6979.510000000003
202202,2022,MIDLANDS,Agomelatine,252,6942.819999999999
202203,2022,MIDLANDS,Agomelatine,280,7813.469999999999
202204,2022,MIDLANDS,Agomelatine,247,6289.039999999997
202205,2022,MIDLANDS,Agomelatine,275,7314.419999999997
202206,2022,MIDLANDS,Agomelatine,274,7152.399999999995
202207,2022,MIDLANDS,Agomelatine,259,6639.520000000003
202208,2022,MIDLANDS,Agomelatine,283,7288.599999999988
202209,2022,MIDLANDS,Agomelatine,277,6999.220000000003
202210,2022,MIDLANDS,Agomelatine,249,6047.840000000005
202211,2022,MIDLANDS,Agomelatine,277,6893.100000000001
202212,2022,MIDLANDS,Agomelatine,286,6987.530000000002
202301,2023,MIDLANDS,Agomelatine,301,7278.859999999998
202302,2023,MIDLANDS,Agomelatine,262,6184.290000000002
202303,2023,MIDLANDS,Agomelatine,297,7268.679999999997
202304,2023,MIDLANDS,Agomelatine,256,6405.78
202305,2023,MIDLANDS,Agomelatine,278,6936.890000000007
202306,2023,MIDLANDS,Agomelatine,280,6753.299999999991
202307,2023,MIDLANDS,Agomelatine,283,7354.1500000000015
202308,2023,MIDLANDS,Agomelatine,276,6791.569999999998
202309,2023,MIDLANDS,Agomelatine,273,6934.820000000006
202310,2023,MIDLANDS,Agomelatine,288,7409.029999999997
202311,2023,MIDLANDS,Agomelatine,272,6699.649999999998
202312,2023,MIDLANDS,Agomelatine,311,7690.079999999996
202401,2024,MIDLANDS,Agomelatine,285,7185.3799999999965
202402,2024,MIDLANDS,Agomelatine,276,6837.359999999999
202403,2024,MIDLANDS,Agomelatine,283,7003.559999999994
202404,2024,MIDLANDS,Agomelatine,300,7037.250000000007
202405,2024,MIDLANDS,Agomelatine,299,6724.820000000006
202406,2024,MIDLANDS,Agomelatine,282,6790.1300000000065
202407,2024,MIDLANDS,Agomelatine,312,6846.280000000001
202408,2024,MIDLANDS,Agomelatine,321,6836.710000000008
202409,2024,MIDLANDS,Agomelatine,287,6348.970000000008
202410,2024,MIDLANDS,Agomelatine,304,6704.070000000001
202411,2024,MIDLANDS,Agomelatine,299,6610.669999999999
202412,2024,MIDLANDS,Agomelatine,297,6327.659999999995
202101,2021,NORTH EAST AND YORKSHIRE,Agomelatine,310,7781.300000000001
202102,2021,NORTH EAST AND YORKSHIRE,Agomelatine,294,8189.990000000002
202103,2021,NORTH EAST AND YORKSHIRE,Agomelatine,327,7851.3099999999995
202104,2021,NORTH EAST AND YORKSHIRE,Agomelatine,333,6984.220000000002
202105,2021,NORTH EAST AND YORKSHIRE,Agomelatine,348,7318.9000000000005
202106,2021,NORTH EAST AND YORKSHIRE,Agomelatine,345,7088.100000000008
202107,2021,NORTH EAST AND YORKSHIRE,Agomelatine,338,6652.1900000000005
202108,2021,NORTH EAST AND YORKSHIRE,Agomelatine,340,5937.179999999999
202109,2021,NORTH EAST AND YORKSHIRE,Agomelatine,347,5941.119999999998
202110,2021,NORTH EAST AND YORKSHIRE,Agomelatine,353,6000.389999999995
202111,2021,NORTH EAST AND YORKSHIRE,Agomelatine,374,6241.760000000006
202112,2021,NORTH EAST AND YORKSHIRE,Agomelatine,388,5904.079999999997
202201,2022,NORTH EAST AND YORKSHIRE,Agomelatine,387,5860.43
202202,2022,NORTH EAST AND YORKSHIRE,Agomelatine,328,5295.990000000001
202203,2022,NORTH EAST AND YORKSHIRE,Agomelatine,376,5419.829999999998
202204,2022,NORTH EAST AND YORKSHIRE,Agomelatine,350,4860.989999999997
202205,2022,NORTH EAST AND YORKSHIRE,Agomelatine,374,5341.390000000002
202206,2022,NORTH EAST AND YORKSHIRE,Agomelatine,370,5183.02
202207,2022,NORTH EAST AND YORKSHIRE,Agomelatine,367,5476.510000000003
202208,2022,NORTH EAST AND YORKSHIRE,Agomelatine,378,5205.699999999996
202209,2022,NORTH EAST AND YORKSHIRE,Agomelatine,366,4976.790000000002
202210,2022,NORTH EAST AND YORKSHIRE,Agomelatine,348,4628.2800000000025
202211,2022,NORTH EAST AND YORKSHIRE,Agomelatine,376,5033.09
202212,2022,NORTH EAST AND YORKSHIRE,Agomelatine,406,5390.370000000003
202301,2023,NORTH EAST AND YORKSHIRE,Agomelatine,357,4626.7699999999995
202302,2023,NORTH EAST AND YORKSHIRE,Agomelatine,339,4609.199999999998
202303,2023,NORTH EAST AND YORKSHIRE,Agomelatine,411,5447.879999999997
202304,2023,NORTH EAST AND YORKSHIRE,Agomelatine,335,4361.860000000001
202305,2023,NORTH EAST AND YORKSHIRE,Agomelatine,406,5304.0199999999995
202306,2023,NORTH EAST AND YORKSHIRE,Agomelatine,431,5792.229999999999
202307,2023,NORTH EAST AND YORKSHIRE,Agomelatine,398,5201.37
202308,2023,NORTH EAST AND YORKSHIRE,Agomelatine,408,5251.09
202309,2023,NORTH EAST AND YORKSHIRE,Agomelatine,406,5135.370000000004
202310,2023,NORTH EAST AND YORKSHIRE,Agomelatine,422,5225.049999999999
202311,2023,NORTH EAST AND YORKSHIRE,Agomelatine,425,5358.659999999997
202312,2023,NORTH EAST AND YORKSHIRE,Agomelatine,424,5221.319999999994
202401,2024,NORTH EAST AND YORKSHIRE,Agomelatine,442,5657.839999999997
202402,2024,NORTH EAST AND YORKSHIRE,Agomelatine,396,5232.229999999999
202403,2024,NORTH EAST AND YORKSHIRE,Agomelatine,424,5450.799999999996
202404,2024,NORTH EAST AND YORKSHIRE,Agomelatine,403,5335.610000000004
202405,2024,NORTH EAST AND YORKSHIRE,Agomelatine,371,4764.800000000003
202406,2024,NORTH EAST AND YORKSHIRE,Agomelatine,390,5230.750000000004
202407,2024,NORTH EAST AND YORKSHIRE,Agomelatine,396,5036.3499999999995
202408,2024,NORTH EAST AND YORKSHIRE,Agomelatine,431,5392.0700000000015
202409,2024,NORTH EAST AND YORKSHIRE,Agomelatine,398,4354.680000000004
202410,2024,NORTH EAST AND YORKSHIRE,Agomelatine,471,5544.200000000002
202411,2024,NORTH EAST AND YORKSHIRE,Agomelatine,454,5018.630000000001
202412,2024,NORTH EAST AND YORKSHIRE,Agomelatine,458,5066.849999999998
202101,2021,NORTH WEST,Agomelatine,109,4241.02
202102,2021,NORTH WEST,Agomelatine,117,4150.79
202103,2021,NORTH WEST,Agomelatine,149,5336.33
202104,2021,NORTH WEST,Agomelatine,120,4071.909999999999
202105,2021,NORTH WEST,Agomelatine,118,3906.2499999999964
202106,2021,NORTH WEST,Agomelatine,138,4175.020000000003
202107,2021,NORTH WEST,Agomelatine,117,3788.870000000001
202108,2021,NORTH WEST,Agomelatine,153,3700.3199999999983
202109,2021,NORTH WEST,Agomelatine,127,3330.16
202110,2021,NORTH WEST,Agomelatine,143,3661.809999999997
202111,2021,NORTH WEST,Agomelatine,143,3391.490000000002
202112,2021,NORTH WEST,Agomelatine,155,3517.3299999999967
202201,2022,NORTH WEST,Agomelatine,146,3401.0000000000005
202202,2022,NORTH WEST,Agomelatine,127,2886.340000000002
202203,2022,NORTH WEST,Agomelatine,158,3446.0300000000007
202204,2022,NORTH WEST,Agomelatine,152,3107.24
202205,2022,NORTH WEST,Agomelatine,161,3141.039999999998
202206,2022,NORTH WEST,Agomelatine,150,2924.4500000000007
202207,2022,NORTH WEST,Agomelatine,159,3189.560000000003
202208,2022,NORTH WEST,Agomelatine,155,2928.039999999999
202209,2022,NORTH WEST,Agomelatine,171,3167.1800000000003
202210,2022,NORTH WEST,Agomelatine,152,2913.2400000000016
202211,2022,NORTH WEST,Agomelatine,156,2807.4499999999985
202212,2022,NORTH WEST,Agomelatine,150,2889.690000000003
202301,2023,NORTH WEST,Agomelatine,152,2592.05
202302,2023,NORTH WEST,Agomelatine,125,2365.239999999999
202303,2023,NORTH WEST,Agomelatine,160,2907.3000000000015
202304,2023,NORTH WEST,Agomelatine,147,2728.3300000000013
202305,2023,NORTH WEST,Agomelatine,155,2826.809999999999
202306,2023,NORTH WEST,Agomelatine,161,2789.2399999999984
202307,2023,NORTH WEST,Agomelatine,160,3061.36
202308,2023,NORTH WEST,Agomelatine,165,2776.19
202309,2023,NORTH WEST,Agomelatine,158,2843.3600000000038
202310,2023,NORTH WEST,Agomelatine,176,3099.000000000002
202311,2023,NORTH WEST,Agomelatine,156,2757.260000000001
202312,2023,NORTH WEST,Agomelatine,172,3311.039999999997
202401,2024,NORTH WEST,Agomelatine,180,3062.709999999998
202402,2024,NORTH WEST,Agomelatine,157,2997.3399999999992
202403,2024,NORTH WEST,Agomelatine,162,2958.159999999999
202404,2024,NORTH WEST,Agomelatine,182,3312.7400000000025
202405,2024,NORTH WEST,Agomelatine,161,3102.010000000003
202406,2024,NORTH WEST,Agomelatine,146,3024.550000000003
202407,2024,NORTH WEST,Agomelatine,150,2982
202408,2024,NORTH WEST,Agomelatine,157,2878.840000000001
202409,2024,NORTH WEST,Agomelatine,148,2739.0800000000013
202410,2024,NORTH WEST,Agomelatine,152,2866.52
202411,2024,NORTH WEST,Agomelatine,155,2637.160000000002
202412,2024,NORTH WEST,Agomelatine,157,2836.2600000000007
202101,2021,SOUTH EAST,Agomelatine,553,23458.209999999995
202102,2021,SOUTH EAST,Agomelatine,542,22629.099999999995
202103,2021,SOUTH EAST,Agomelatine,604,25345.679999999993
202104,2021,SOUTH EAST,Agomelatine,583,23513.450000000023
202105,2021,SOUTH EAST,Agomelatine,570,20405.169999999995
202106,2021,SOUTH EAST,Agomelatine,625,21253.629999999997
202107,2021,SOUTH EAST,Agomelatine,576,18236.729999999985
202108,2021,SOUTH EAST,Agomelatine,597,17995.89000000001
202109,2021,SOUTH EAST,Agomelatine,609,18367.76
202110,2021,SOUTH EAST,Agomelatine,603,17645.7
202111,2021,SOUTH EAST,Agomelatine,601,16612.650000000023
202112,2021,SOUTH EAST,Agomelatine,676,19197.74
202201,2022,SOUTH EAST,Agomelatine,610,16573.240000000005
202202,2022,SOUTH EAST,Agomelatine,603,15784.179999999997
202203,2022,SOUTH EAST,Agomelatine,661,16625.379999999994
202204,2022,SOUTH EAST,Agomelatine,631,15431.349999999995
202205,2022,SOUTH EAST,Agomelatine,640,16176.290000000012
202206,2022,SOUTH EAST,Agomelatine,606,14998.049999999988
202207,2022,SOUTH EAST,Agomelatine,635,14787.960000000003
202208,2022,SOUTH EAST,Agomelatine,640,15473.279999999979
202209,2022,SOUTH EAST,Agomelatine,644,15094.61
202210,2022,SOUTH EAST,Agomelatine,623,15041.350000000017
202211,2022,SOUTH EAST,Agomelatine,651,14721.300000000007
202212,2022,SOUTH EAST,Agomelatine,678,15571.439999999988
202301,2023,SOUTH EAST,Agomelatine,725,15612.859999999997
202302,2023,SOUTH EAST,Agomelatine,635,15154.360000000019
202303,2023,SOUTH EAST,Agomelatine,751,17172.78
202304,2023,SOUTH EAST,Agomelatine,671,15064.340000000002
202305,2023,SOUTH EAST,Agomelatine,728,16577.610000000004
202306,2023,SOUTH EAST,Agomelatine,709,16066.620000000008
202307,2023,SOUTH EAST,Agomelatine,685,15284.560000000003
202308,2023,SOUTH EAST,Agomelatine,714,16294.160000000003
202309,2023,SOUTH EAST,Agomelatine,760,16365.979999999992
202310,2023,SOUTH EAST,Agomelatine,721,16625.65999999999
202311,2023,SOUTH EAST,Agomelatine,717,15404.47
202312,2023,SOUTH EAST,Agomelatine,718,16007.879999999992
202401,2024,SOUTH EAST,Agomelatine,731,16133.770000000004
202402,2024,SOUTH EAST,Agomelatine,711,16210.940000000004
202403,2024,SOUTH EAST,Agomelatine,711,15696.739999999985
202404,2024,SOUTH EAST,Agomelatine,717,15885.569999999996
202405,2024,SOUTH EAST,Agomelatine,789,16719.25
202406,2024,SOUTH EAST,Agomelatine,660,14000.010000000004
202407,2024,SOUTH EAST,Agomelatine,830,17154.340000000004
202408,2024,SOUTH EAST,Agomelatine,726,13981.530000000017
202409,2024,SOUTH EAST,Agomelatine,743,14735.930000000015
202410,2024,SOUTH EAST,Agomelatine,752,15345.950000000003
202411,2024,SOUTH EAST,Agomelatine,747,14433.050000000001
202412,2024,SOUTH EAST,Agomelatine,770,14807.259999999998
202101,2021,SOUTH WEST,Agomelatine,181,7761.869999999999
202102,2021,SOUTH WEST,Agomelatine,180,7467.040000000001
202103,2021,SOUTH WEST,Agomelatine,207,8342.98
202104,2021,SOUTH WEST,Agomelatine,222,8005.200000000001
202105,2021,SOUTH WEST,Agomelatine,204,7870.350000000001
202106,2021,SOUTH WEST,Agomelatine,206,7110.960000000008
202107,2021,SOUTH WEST,Agomelatine,235,7265.259999999999
202108,2021,SOUTH WEST,Agomelatine,190,5293.080000000003
202109,2021,SOUTH WEST,Agomelatine,219,6472.820000000001
202110,2021,SOUTH WEST,Agomelatine,219,6045.199999999996
202111,2021,SOUTH WEST,Agomelatine,203,5603.020000000006
202112,2021,SOUTH WEST,Agomelatine,219,5803.0499999999965
202201,2022,SOUTH WEST,Agomelatine,215,5351.850000000003
202202,2022,SOUTH WEST,Agomelatine,209,5008.749999999999
202203,2022,SOUTH WEST,Agomelatine,230,5644.78
202204,2022,SOUTH WEST,Agomelatine,226,5296.83
202205,2022,SOUTH WEST,Agomelatine,236,5365.570000000004
202206,2022,SOUTH WEST,Agomelatine,222,5114.74
202207,2022,SOUTH WEST,Agomelatine,208,4641.600000000004
202208,2022,SOUTH WEST,Agomelatine,232,5214.1399999999985
202209,2022,SOUTH WEST,Agomelatine,240,4984.000000000004
202210,2022,SOUTH WEST,Agomelatine,243,5535.190000000005
202211,2022,SOUTH WEST,Agomelatine,256,4795.999999999999
202212,2022,SOUTH WEST,Agomelatine,255,5539.680000000002
202301,2023,SOUTH WEST,Agomelatine,276,5522.379999999999
202302,2023,SOUTH WEST,Agomelatine,232,4703.2699999999995
202303,2023,SOUTH WEST,Agomelatine,255,5563.369999999999
202304,2023,SOUTH WEST,Agomelatine,215,4924.330000000001
202305,2023,SOUTH WEST,Agomelatine,238,4953.050000000002
202306,2023,SOUTH WEST,Agomelatine,229,5288.489999999997
202307,2023,SOUTH WEST,Agomelatine,229,5273.34
202308,2023,SOUTH WEST,Agomelatine,220,5036.23
202309,2023,SOUTH WEST,Agomelatine,201,4420.420000000004
202310,2023,SOUTH WEST,Agomelatine,216,4946.289999999997
202311,2023,SOUTH WEST,Agomelatine,201,4804.130000000002
202312,2023,SOUTH WEST,Agomelatine,199,4443.359999999995
202401,2024,SOUTH WEST,Agomelatine,210,5031.039999999999
202402,2024,SOUTH WEST,Agomelatine,178,3871.0199999999986
202403,2024,SOUTH WEST,Agomelatine,192,4608.289999999996
202404,2024,SOUTH WEST,Agomelatine,181,3698.7100000000028
202405,2024,SOUTH WEST,Agomelatine,199,4405.6600000000035
202406,2024,SOUTH WEST,Agomelatine,179,3593.0500000000025
202407,2024,SOUTH WEST,Agomelatine,201,4438.92
202408,2024,SOUTH WEST,Agomelatine,194,3622.240000000003
202409,2024,SOUTH WEST,Agomelatine,182,3499.9600000000014
202410,2024,SOUTH WEST,Agomelatine,195,4029.9100000000003
202411,2024,SOUTH WEST,Agomelatine,189,3654.8100000000013
202412,2024,SOUTH WEST,Agomelatine,196,3763.3600000000015
202101,2021,EAST OF ENGLAND,Amitriptyline hydrochloride,159088,332587.2000000005
202102,2021,EAST OF ENGLAND,Amitriptyline hydrochloride,149640,313149.1700000006
202103,2021,EAST OF ENGLAND,Amitriptyline hydrochloride,167262,345255.3500000005
202104,2021,EAST OF ENGLAND,Amitriptyline hydrochloride,162577,339761.92
202105,2021,EAST OF ENGLAND,Amitriptyline hydrochloride,154834,323488.0000000001
202106,2021,EAST OF ENGLAND,Amitriptyline hydrochloride,163423,340642.10000000003
202107,2021,EAST OF ENGLAND,Amitriptyline hydrochloride,165029,311103.77000000014
202108,2021,EAST OF ENGLAND,Amitriptyline hydrochloride,156555,293724.7799999999
202109,2021,EAST OF ENGLAND,Amitriptyline hydrochloride,164343,309190.20999999996
202110,2021,EAST OF ENGLAND,Amitriptyline hydrochloride,157930,268033.7800000001
202111,2021,EAST OF ENGLAND,Amitriptyline hydrochloride,162021,277289.02999999997
202112,2021,EAST OF ENGLAND,Amitriptyline hydrochloride,170523,292613.6599999999
202201,2022,EAST OF ENGLAND,Amitriptyline hydrochloride,163299,244521.50000000003
202202,2022,EAST OF ENGLAND,Amitriptyline hydrochloride,151447,228979.44
202203,2022,EAST OF ENGLAND,Amitriptyline hydrochloride,171128,257993.1200000001
202204,2022,EAST OF ENGLAND,Amitriptyline hydrochloride,160256,240498.77000000002
202205,2022,EAST OF ENGLAND,Amitriptyline hydrochloride,167453,252278.77
202206,2022,EAST OF ENGLAND,Amitriptyline hydrochloride,162476,242434.70999999996
202207,2022,EAST OF ENGLAND,Amitriptyline hydrochloride,159735,212998.52999999997
202208,2022,EAST OF ENGLAND,Amitriptyline hydrochloride,165154,224798.72999999995
202209,2022,EAST OF ENGLAND,Amitriptyline hydrochloride,164788,221276.12999999983
202210,2022,EAST OF ENGLAND,Amitriptyline hydrochloride,162865,226722.09000000003
202211,2022,EAST OF ENGLAND,Amitriptyline hydrochloride,167838,232002.06999999992
202212,2022,EAST OF ENGLAND,Amitriptyline hydrochloride,166816,238347.54999999993
202301,2023,EAST OF ENGLAND,Amitriptyline hydrochloride,168216,246629.64999999985
202302,2023,EAST OF ENGLAND,Amitriptyline hydrochloride,154947,228554.58000000002
202303,2023,EAST OF ENGLAND,Amitriptyline hydrochloride,176191,261512.3199999999
202304,2023,EAST OF ENGLAND,Amitriptyline hydrochloride,158033,235004.78
202305,2023,EAST OF ENGLAND,Amitriptyline hydrochloride,169061,248872.03000000014
202306,2023,EAST OF ENGLAND,Amitriptyline hydrochloride,169574,251091.56000000014
202307,2023,EAST OF ENGLAND,Amitriptyline hydrochloride,165026,235873.26999999996
202308,2023,EAST OF ENGLAND,Amitriptyline hydrochloride,169622,241493.50999999995
202309,2023,EAST OF ENGLAND,Amitriptyline hydrochloride,165412,236476.44000000015
202310,2023,EAST OF ENGLAND,Amitriptyline hydrochloride,168979,219720.97000000015
202311,2023,EAST OF ENGLAND,Amitriptyline hydrochloride,169704,221060.17000000007
202312,2023,EAST OF ENGLAND,Amitriptyline hydrochloride,169237,219504.40999999992
202401,2024,EAST OF ENGLAND,Amitriptyline hydrochloride,174216,227584.46999999994
202402,2024,EAST OF ENGLAND,Amitriptyline hydrochloride,162519,213922.41000000006
202403,2024,EAST OF ENGLAND,Amitriptyline hydrochloride,166380,217337.12999999998
202404,2024,EAST OF ENGLAND,Amitriptyline hydrochloride,170758,217609.83999999997
202405,2024,EAST OF ENGLAND,Amitriptyline hydrochloride,175142,215530.47999999992
202406,2024,EAST OF ENGLAND,Amitriptyline hydrochloride,162959,203370.75999999986
202407,2024,EAST OF ENGLAND,Amitriptyline hydrochloride,175953,268656.68000000005
202408,2024,EAST OF ENGLAND,Amitriptyline hydrochloride,170104,224462.93999999994
202409,2024,EAST OF ENGLAND,Amitriptyline hydrochloride,165823,215426.28000000012
202410,2024,EAST OF ENGLAND,Amitriptyline hydrochloride,176063,202721.7399999999
202411,2024,EAST OF ENGLAND,Amitriptyline hydrochloride,168646,193004.41999999995
202412,2024,EAST OF ENGLAND,Amitriptyline hydrochloride,173066,200011.75999999995
202101,2021,LONDON,Amitriptyline hydrochloride,104398,200778.70999999976
202102,2021,LONDON,Amitriptyline hydrochloride,98556,187754.99999999974
202103,2021,LONDON,Amitriptyline hydrochloride,110774,212386.00999999975
202104,2021,LONDON,Amitriptyline hydrochloride,106031,204035.05000000005
202105,2021,LONDON,Amitriptyline hydrochloride,102114,197793.76000000013
202106,2021,LONDON,Amitriptyline hydrochloride,107979,209275.95000000013
202107,2021,LONDON,Amitriptyline hydrochloride,107569,187118.24999999988
202108,2021,LONDON,Amitriptyline hydrochloride,102116,176589.85000000003
202109,2021,LONDON,Amitriptyline hydrochloride,108882,188583.40999999995
202110,2021,LONDON,Amitriptyline hydrochloride,104247,164421.18000000008
202111,2021,LONDON,Amitriptyline hydrochloride,107941,172215.18000000008
202112,2021,LONDON,Amitriptyline hydrochloride,110417,179321.8600000001
202201,2022,LONDON,Amitriptyline hydrochloride,107934,149768.46999999988
202202,2022,LONDON,Amitriptyline hydrochloride,100760,140192.19999999998
202203,2022,LONDON,Amitriptyline hydrochloride,114632,159574.65000000005
202204,2022,LONDON,Amitriptyline hydrochloride,106715,147455.74999999994
202205,2022,LONDON,Amitriptyline hydrochloride,110858,155366.93999999986
202206,2022,LONDON,Amitriptyline hydrochloride,108335,149989.6799999999
202207,2022,LONDON,Amitriptyline hydrochloride,106999,133134.55000000002
202208,2022,LONDON,Amitriptyline hydrochloride,109678,135334.94999999998
202209,2022,LONDON,Amitriptyline hydrochloride,111160,137990.06999999995
202210,2022,LONDON,Amitriptyline hydrochloride,110328,138316.75
202211,2022,LONDON,Amitriptyline hydrochloride,112752,140439.45
202212,2022,LONDON,Amitriptyline hydrochloride,111426,145568.68
202301,2023,LONDON,Amitriptyline hydrochloride,113232,149337.25000000003
202302,2023,LONDON,Amitriptyline hydrochloride,104950,138843.12999999995
202303,2023,LONDON,Amitriptyline hydrochloride,118885,159292.14000000004
